X,Y,FID,Index_,DISTRICT,CountyNum,COUNTY,Name,Location,InMobileWe,PHONE_NMBR,FeatureTyp,AccessType,O_PUBLIC,FEE,PARKING,PUBTRANSP,RSTRCTNS,DSABLDACSS,RESTROOMS,VISTOR_CTR,DOG_FRIEND,EZ4STROLLE,LIFEGUARD,SHOWERS,FOOD,DRINKWTR,PCNC_AREA,FIREPITS,CAMPGROUND,NUM_REG_CP,NUM_PRM_CP,NUM_GRP_CP,RV_CMP,NUM_RV_STE,HOSTEL,NUM_HSL_BD,NUM_HTL_RM,BT_FACILIT,BT_FACIL_T,MRA_NM_SLP,MRA_NUM_MR,LIGHTHOUSE,LTHS_Y_CON,LTHS_HT,PIER,PIER_Y_CON,PIER_LNGTH,HSTRC_STR,SHPWRECKS,SNDY_BEACH,DUNES,RKY_SHORE,UPLAND_BCH,STRM_CRDOR,WETLAND,BLUFF,BAY_LGN_LK,URBN_WFRNT,OFFSHR_RFG,INLND_AREA,STRS_BEACH,PTH_BEACH,BOARDWLK,BLFTP_TRLS,BLFTP_PRK,TRAIL_OR_P,CCT_LINK,CCTdesigna,BIKE_PATH,EQUEST_TRL,WLDLFE_VWG,SWM_POOL,SWIMMING,DIVING,SNORKLNG,TIDEPOOL,PLAYGROUND,SPORT_FLDS,VOLLEYBALL,WNDSRF_KIT,KAYAKING,SURFING,FISHING,BOATING,BOAT_TOURS,MBCH_SHORE,MBCH_OPEN,A_LND_AC,A_LND_OPEN,SQ_MILES,MILES_TRLS,PermitNum,DATE_OPN,Date_Closd,Archived,ClosureCom,SWAG_CRnmb,O_CLT_AREA,LATITUDE,LONGITUDE,Photo_1,Photo_2,Photo_3,Photo_4,Bch_whlchr,DataUpdate
405029.9368,4616807.818,39,39,1_North Coast,1,Del Norte,Enderts Beach,".5 mi. S. of end of Enderts Beach Rd., S. of Crescent City",Yes,707-465-7335,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No, , ,No,No, , , ,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,No,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,No, , , , ,Yes, , , , , , ,Yes,No, , , , , , , , , , , , ,28, ,41.697389,-124.141337, , , , , ,
408643.6414,4617318.0547,40,40,1_North Coast,1,Del Norte,Mill Creek Campground,"2.5 mi. E. of Hwy. 101, 7 mi. S. of Crescent City",Yes,707-465-7335,Recreational Facility,Campground,Yes,Yes,Yes, , ,Yes,Yes,No,Yes,Yes,No,Yes, , ,Yes,Yes,Yes,143, , ,Yes, , , , , , , , , , , , , , ,No, ,No,No,No,No,Yes,No,No, , , ,Yes,No,No, , , ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,29, ,41.702407,-124.097994, , , , , ,
406227.471,4612893.5095,41,41,1_North Coast,1,Del Norte,Del Norte Coast Redwoods State Park,"E. and W. of Hwy. 101, 7 mi. S. of Crescent City",Yes,707-465-7335,GP - National/State/Regional Park/Beach/Rec area,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,No, , ,No,No, , , ,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,No,No, , , , ,No,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, ,8,8,6400,6400, , , , , , , ,30, ,41.662281,-124.126333,https://www.coastal.ca.gov/access-photos/02_del_norte/06_crescent_beach_to_lagoon_creek/Del_Norte_Coast_Redwoods_State_Park_SFS_2013_07_02_5072.jpg, , , , ,
408352.8878,4606315.6644,42,42,1_North Coast,1,Del Norte,Redwood National Park Hostel,"14480 Hwy. 101 at Wilson Creek Rd., 7 mi. N. of Klamath",No, ,Facility,LCOA,No,Yes,Yes, , ,Yes,Yes,No, , ,No,Yes, , , ,No,No, , , , , ,Y,30, , , , , , , , , , , ,Yes, ,Yes,No,Yes,Yes,Yes,No,No, , , , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , ,Yes,SS says hostel is closed,30.5,Yes,41.603291,-124.099801, , , , , ,
408272.3156,4606232.5222,43,43,1_North Coast,1,Del Norte,Wilson Creek  Beach,"W. of Hwy. 101, 5.5 mi. N. of Klamath",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,Yes,Yes,No,Yes, ,No,No, , ,Yes,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,No,Yes,No,No, , , , ,No,No, , , ,Yes, , ,No,No,Yes, , , , ,Yes, , , , , , ,Yes,No, , , , , , , , , , , , ,31, ,41.602533,-124.100755,https://www.coastal.ca.gov/access-photos/02_del_norte/06_crescent_beach_to_lagoon_creek/Wilson_Creek_Beach_SFS_2013_07_01_4845.jpg, , , , ,
408432.9358,4605264.6358,44,44,1_North Coast,1,Del Norte,Lagoon Creek Access,"W. of Hwy. 101, 5 mi. N. of Klamath",Yes, ,Physical Access,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, ,Yes,No,No, , ,Yes,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,Yes,Yes,Yes,No,Yes,No, , ,No,No, ,Yes, ,Yes,Yes, ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , ,5.5, , , , , ,32, ,41.593835,-124.09868,https://www.coastal.ca.gov/access-photos/02_del_norte/06_crescent_beach_to_lagoon_creek/Lagoon_Creek_Access_2004_07_04_0026.jpg, , , , ,
409399.49,4600875.0634,45,45,1_North Coast,1,Del Norte,Klamath Overlook (Requa Overlook),2.5 mi. W. of Hwy 101 on Requa Rd./Patrick Murphy Memorial Dr.,Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,Yes,Yes,No, ,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,Yes, , , ,Yes,No,No, , ,Yes,Yes,Yes, ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,33, ,41.554414,-124.086422, , , , , ,
411041.9795,4600161.4811,46,46,1_North Coast,1,Del Norte,Requa,"Off Hwy. 101, 18.5 mi. S. of Crescent City",Yes, ,GP - Town/City,CITY/TOWN,Yes,No,Yes, , ,Yes,Yes,No, , ,No, ,Yes,Yes, , ,Yes, , , , , , , , , , , , , , , , , , ,Yes, ,No, , ,Yes,Yes, , , , , ,Yes,No,No, , , , , , , , , , , , , , , , , , , , ,Yes,Yes,Yes, , , , , , , , , , , ,34,Yes,41.548172,-124.066624, , , , , ,
410303.1507,4598792.9745,47,47,1_North Coast,1,Del Norte,Klamath River,"Hwy. 101, 19 mi. S. of Crescent City",Yes, ,Water Feature,Beach Access,Yes,No,Yes, , ,No,Yes,No, , ,No,No,Yes, , ,No,Yes, , , ,Yes, , , , , , , , , , , , , , ,No, ,Yes,No,No,No,Yes,No,No, , , , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,35, ,41.535765,-124.075277,https://www.coastal.ca.gov/access-photos/02_del_norte/07_klamath_river_south/Klamath_River_mouth_south_bank_2013_07_01_4823.jpg, , , , ,
413346.9489,4597799.6975,48,48,1_North Coast,1,Del Norte,Town of Klamath," Hwy. 101, 19 mi. S. of Crescent City",Yes, ,GP - Town/City,CITY/TOWN,Yes,No,Yes, , ,Yes,Yes, , , , , ,Yes,Yes, , ,Yes, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , , ,Yes,41.527155,-124.038651, , , , , ,
410241.5172,4597682.4598,49,49,1_North Coast,1,Del Norte,Flint Ridge Campground,1 mi. S. of Klamath River mouth off Coastal Drive,Yes, ,Recreational Facility,Campground,Yes,No,Yes, , ,No,Yes,No,Yes, ,No,No, , ,Yes,Yes,Yes, ,10, ,No, , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,Yes, , , ,Yes,No,No, , , ,Yes,Yes, ,No,No,No, , , , , , , , , , , ,No,No, , , , , , ,4.75, , , , , ,36, ,41.525757,-124.07585,https://www.coastal.ca.gov/access-photos/02_del_norte/07_klamath_river_south/Flint_Ridge_trail_info_at_Coastal_Drive_2013_07_01_4806.jpg, , , , ,
410742.2471,4594267.7977,50,50,1_North Coast,1,Del Norte,Coastal Trail (Del Norte),S. of Klamath River mouth to Newton B. Drury Parkway,Yes, ,Path/Trail/Drive,Visual Access,Yes,No,Yes, , ,No,Yes,No, , ,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,Yes, ,No,No,No,No,No,No,Yes, , , ,Yes,No,No, , , ,Yes,Yes, ,Yes,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,37, ,41.495061,-124.069343,https://www.coastal.ca.gov/access-photos/02_del_norte/07_klamath_river_south/Coastal_Trail_Del_Norte_SFS_2013_07_13_4802.jpg,https://www.coastal.ca.gov/access-photos/02_del_norte/07_klamath_river_south/Coastal_Trail_Del_Norte_SFS_2013_07_13_4821.jpg, , , ,
412517.5401,4575156.9797,51,51,1_North Coast,2,Humboldt,Redwood National Park (Humboldt),Along the coast from Crescent Beach in Del Norte Co. to Freshwater Lagoon in Humboldt Co. and inland along Redwood Creek,Yes,707-465-7335,GP - National/State/Regional Park/Beach/Rec area,Beach Access,Yes,No,Yes, , ,Yes,Yes,Yes, ,Yes,No,No, , , ,Yes,Yes, ,Yes, , , , , , , , , , , , , , , , ,No, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , ,Yes,No,Yes, , , ,Yes, , ,Yes,Yes,Yes, , , , , , , , , , , ,Yes,No, , , ,112000,112000, , , , , , , ,42, ,41.323143,-124.045315, , , , , ,
411841.7588,4591014.9816,52,52,1_North Coast,2,Humboldt,Carruthers Cove Trail,"Off Newton B. Drury Scenic Parkway, N. of Orick",Yes, ,Path/Trail/Drive,Beach Access,Yes,No,No, , , , ,No, , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes, , , ,Yes,Yes, ,No, ,Yes,No,No, , , ,No,No,No,No,No, ,Yes,No, , , , , , , , , , , , , , ,41.465888,-124.055697, , , , , ,
412613.554,4589998.1668,53,53,1_North Coast,2,Humboldt,Coastal Trail (Humboldt),"Off Newton B. Drury Scenic Parkway, 10 mi. N. of Orick",Yes, ,Path/Trail/Drive,Beach Access,Yes,No,Yes, , ,No,Yes,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,Yes,No,No,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,41.456815,-124.046309, , , , , ,
412739.7482,4587421.1483,54,54,1_North Coast,2,Humboldt,Butler Creek Backpack Camp,"Off West Ridge Rd., 9 mi. N. of Orick",No, ,Recreational Facility,Natural Resource,No,Yes,No, , ,No,Yes,No, , ,No,No, , ,Yes,Yes,Yes, ,3, , , , , , , , , , , , , , , , ,No, ,No,Yes,No,Yes,Yes,No,Yes, , , ,Yes,No,Yes, , , ,Yes,Yes, ,?,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , ,Yes,"No longer open for camping; mark archived", , ,41.43362,-124.044426, , , , , ,
411703.8985,4588166.0073,55,55,1_North Coast,2,Humboldt,Ossagon Creek Hike-in Campground,"On the Coastal Trail, W. of Newton B. Drury Scenic Parkway",No, ,Recreational Facility,Campground,No,Yes,No, , ,No,Yes,No, , ,No,No, , ,Yes,Yes,Yes, ,3, , , , , , , , , , , , , , , , ,No, ,No,Yes,No,Yes,Yes,No,Yes, , , ,Yes,No,Yes, , , ,Yes,Yes, ,?,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , ,Yes,"No longer open for camping; mark archived", , ,41.440215,-124.056931, , , , , ,
412804.9475,4584315.3498,56,56,1_North Coast,2,Humboldt,Prairie Creek Redwoods State Park,"W. of Hwy. 101, 5.5 mi. N. of Orick",Yes,707-465-7335,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,Yes,Yes,Yes, ,Yes,No,Yes, , ,Yes,Yes,Yes, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,No,No, , , ,Yes,No,Yes, , , ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,Yes,No, ,10,10,14000,14000, ,70, , , , , ,38, ,41.405656,-124.043198,https://www.coastal.ca.gov/access-photos/03_humboldt/02_northern_humboldt_co/Prairie_Creek_Redwoods_SP_2013_07_01_4759.jpg, , , , ,
410925.1969,4584162.0173,57,57,1_North Coast,2,Humboldt,Fern Canyon,"End of Davison Rd., 8 mi. W. of Hwy. 101",Yes,707-465-7335,Land Feature,Natural Resource,Yes,No,Yes, , ,No,No,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,Yes,Yes,No,No, , , , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,39, ,41.404069,-124.065661, , , , , ,
410772.9619,4583341.111,58,58,1_North Coast,2,Humboldt,Gold Bluffs Beach,"Off Davison Rd., 6 mi. W. of Hwy. 101",Yes,707-465-7335,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,No, , , , , , , ,Yes,Yes, , , , , , , , , , , , , , , , , , , , ,Yes,Yes,No,No,No,No,Yes, , , , ,No,No, , , ,Yes, , , , ,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,40, ,41.396659,-124.067361, , , , ,707-465-7331,
410602.6892,4581907.9542,59,59,1_North Coast,2,Humboldt,Gold Bluffs Campground,"Off Davison Rd., 5 mi. W. of Hwy. 101",Yes,707-465-7335,Recreational Facility,Campground,Yes,Yes,Yes, , ,No,Yes,No,Yes, ,No,Yes, ,Yes, ,Yes,Yes,25, , ,Yes, , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,No,No,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , , , ,41.383733,-124.069186, , , , , ,
411320.9535,4583403.667,60,60,1_North Coast,2,Humboldt,Miners Ridge Campground,"Along Miners Ridge Trail, 4.5 Miles from Elk Prairie Campground",No, ,Recreational Facility,Campground,Yes,Yes,No, , ,No,Yes,No, , ,No,No, ,Yes, ,Yes,Yes, ,3, , , , , , , , , , , , , , , , , , ,No,No,No,Yes,No,No,Yes, , , , ,No,No, ,No,No,Yes, , ,No,No, , , , , , , , , , , , ,No,No, , , , , , , , , , ,Yes, , , ,41.397283,-124.060816, , , , , ,
413854.2322,4579121.5688,61,61,1_North Coast,2,Humboldt,Elk Prairie Campground,"Off Newton B. Drury Scenic Parkway, 5.5 mi. N. of Orick",Yes,800-444-7275,Recreational Facility,Campground,Yes,Yes,Yes, , ,Yes,Yes,Yes, ,Yes,No,Yes, , ,Yes,Yes,Yes,75, , ,Yes, , , , , , , , , , , , , , ,No, ,No,No,No,No,Yes,No,No, , , ,Yes,No,No, , , ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,No,No, , , , , , ,1.4, , , , , ,41, ,41.358993,-124.029908, , , , , ,
414977.5673,4575564.4517,62,62,1_North Coast,2,Humboldt,Lost Man Creek,1 mi. E. of Hwy. 101,Yes,707-465-7335,Recreational Facility,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,Yes,No,No, , , ,Yes,No,No, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,41.327076,-124.015982, , , , , ,
412877.7647,4574993.6478,63,63,1_North Coast,2,Humboldt,Elk Meadow,"Davison Rd., W. of Hwy. 101",Yes,707-465-7335,Recreational Facility,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,No, , , ,Yes,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , ,8.7, , , , , , , ,41.321711,-124.040988, , , , , ,
414715.6941,4572992.2196,64,64,1_North Coast,2,Humboldt,Lady Bird Johnson Grove,"2.5 mi E. of Hwy. 101, N. of Orick",Yes,707-465-7335,Recreational Facility,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,No, , , ,Yes,No,No, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,41.303882,-124.01875, , , , , ,
408821.627,4571818.6409,65,65,1_North Coast,2,Humboldt,Orick Beach Access,"End of Hufford Rd. off Hwy. 101, 1.5 mi. N.W. of Orick",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,No,No,Yes,No,No, , , , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,43, ,41.292668,-124.088969, , , , , ,
408671.0834,4571160.8704,66,66,1_North Coast,2,Humboldt,Thomas H. Kuchel Visitor Center,"W. of Hwy. 101, 2 mi. S.W. of Orick",Yes,707-465-7765,Facility,Beach Access,Yes,No,Yes, , ,Yes,Yes,Yes, ,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,No,Yes,Yes,Yes,No, , , , ,No,No,Yes, , ,No, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,44,Yes,41.286727,-124.090668, , , , , ,
408615.8201,4570808.695,67,67,1_North Coast,2,Humboldt,Redwood Creek Beach Picnic Area,"W. of Hwy. 101, 2 mi. S.W. of Orick",Yes, ,Recreational Facility,Beach Access,Yes,No,Yes, , ,Yes,Yes,No,Yes,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes,No,Yes,Yes,No,No, , , , ,No,No, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,45, ,41.283549,-124.091275,https://www.coastal.ca.gov/access-photos/03_humboldt/02_northern_humboldt_co/Redwood_Creek_Beach_Picnic_Area_2004_07_07_0034b.jpg,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Redwood_Creek_Beach_2013_07_02_5104.jpg,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Redwood_Creek_Bch_Picnic_Area_SFS_2004_07_07_0033.JPG, , ,
408279.6026,4569099.7671,68,68,1_North Coast,2,Humboldt,Freshwater Lagoon,"E. of Hwy. 101, 3 mi. S. of Orick",Yes,707-465-7335,Water Feature,Beach Access,Yes,No,Yes, , ,No,Yes,No, , ,No,No, , ,Yes,No,No, , , , , , , , ,Yes,Boat Ramp, , , , , , , , ,No, ,Yes,Yes,No,No,No,Yes,No,Yes,No, , ,No,No, , , ,Yes,Yes, ,No,No,Yes, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,46, ,41.26812,-124.095032, , , , , ,
407995.7329,4568009.9897,69,69,1_North Coast,2,Humboldt,Stone Lagoon,"Off Hwy. 101, 5 mi. S. of Orick",Yes,707-498-1130,Water Feature,Beach Access,Yes,No,Yes, , ,No,Yes,Yes, , ,No,No, , ,Yes,No,Yes,30,6, ,Yes,58, , , ,Yes,Boat Launch, , , , , , , , ,Yes, ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No, , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,47, ,41.258273,-124.098256,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Stone_Lagoon_2013_07_02_5107.jpg,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Stone_Lagoon_SFS_2013_07_02_5111.jpg, , , ,
409196.5523,4565145.5499,70,70,1_North Coast,2,Humboldt,Stone Lagoon Visitor Center,"Off Hwy. 101, 5.5 mi. S. of Orick",Yes,707-498-1130,Facility,Boat Access,Yes,No,Yes, , , ,Yes,Yes, , , ,No, , ,Yes,No,No, , , , , , , , ,Yes,hand launch, , , , , , , , , , ,No,No,No,No,No, , ,Yes,No, , ,No,No, , , ,No, , ,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No, ,Yes, , , , , , , , , , , , , ,Yes,41.232611,-124.083498,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Stone_Lagoon_visitor_center_2013.07.01 4754.jpg, , , , ,
407291.8151,4564296.0335,71,71,1_North Coast,2,Humboldt,Dry Lagoon,"Off Hwy. 101, 6.5 mi. S. of Orick",Yes,707-677-3570,Nature Preserve/Reserve,Beach Access,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,Yes,Yes, ,6, , , , , , , , , , , , , , , , ,No, ,Yes,Yes,Yes,Yes,No,Yes,No, , , , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,48, ,41.224744,-124.106093, , , , , ,
407254.5946,4560532.3353,72,72,1_North Coast,2,Humboldt,Harry A. Merlo State Recreation Area,"East Shore of Big Lagoon, off Hwy. 101",No, ,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No, , ,No,No, , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,Yes,No,Yes,No,Yes,No, , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , , , ,41.190843,-124.105966, , , , , ,
407254.5946,4560532.3353,73,73,1_North Coast,2,Humboldt,Big Lagoon,"East Shore of Big Lagoon, off Hwy. 101",Yes, ,GP - waterbody,Boat Access,Yes,No,Yes, , ,No,No,No, , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , ,No, ,No, , ,Yes, ,Yes, , , ,No,No, , , , , , , , ,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , ,Yes,"Archive; this is a redundant entry (see Big Lagoon County Park); I'm not sure there is also access to Big Lagoon from the east side; but is general point in RG1 with diff address W. of Hwy 101, 8 mi. N. of Trinidad", , ,41.190843,-124.105966,https://www.coastal.ca.gov/access-photos/03_humboldt/02_northern_humboldt_co/Big_Lagoon_Co_Park_2004_07_07_0041b.jpg, , , , ,
405118.8617,4557638.9249,74,74,1_North Coast,2,Humboldt,Big Lagoon County Park,"Off Hwy. 101, 8 mi. N. of Trinidad",Yes,707-445-7651,City/County Park,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,No,Yes, ,No,No, , ,Yes,Yes,Yes,30, , ,Yes, , , , ,Yes,Boat Ramp, , , , , , , , ,No, ,Yes,Yes,No,Yes,No,Yes,No,Yes,No, , ,No,Yes, , , ,Yes,Yes, ,No,No,Yes, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,49, ,41.164537,-124.130981,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Big_Lagoon_County_Park_2013_07_02_5117.jpg,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Big_Lagoon_County_Park_SFS_2004_07_07_0039.JPG,https://www.coastal.ca.gov/access-photos/03_humboldt/03_redwood_creek_to_big_lagoon/Big_Lagoon_County_Park_SFS_2004_07_07_0041.JPG, , ,
403337.5552,4554365.5533,75,75,1_North Coast,2,Humboldt,Sue-meg State Park,"Patrick's Point Dr. off Hwy 101, 5.3 mi. N. of Trinidad",Yes,707-677-3570,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes,No,Yes, , ,Yes,Yes,Yes,124,Yes,Yes, , , , , , , , , , , , , , , ,Yes, ,Yes,No,Yes,Yes,Yes,No,Yes, , , , ,Yes,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, ,3,3,640,640,1, , , , , , ,50,Yes,41.134846,-124.151694,https://www.coastal.ca.gov/access-photos/03_humboldt/04_patricks_point_trinidad/Patricks_Pt_State_Park_2004_07_05_0023b.jpg,https://www.coastal.ca.gov/access-photos/03_humboldt/04_patricks_point_trinidad/Patricks_Point_SP_Sumeg_village_2013_07_02_5122.jpg, , , ,
403434.5571,4553059.5058,76,76,1_North Coast,2,Humboldt,Trinidad Roadside Rest Northbound,"Hwy. 101, 4  mi. N. of Trinidad",Yes, ,Facility,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,No, , , ,Yes,No,No, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,41.123095,-124.150333, , , , , ,
403371.419,4549625.9469,77,77,1_North Coast,2,Humboldt,Trinidad Roadside Rest Southbound,"Hwy. 101, 2 mi. N. of Trinidad",Yes, ,Facility,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,No, , , ,Yes,No,No, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,41.092164,-124.150545, , , , , ,
403680.5909,4546166.7396,78,78,1_North Coast,2,Humboldt,Trinidad State Beach,"Off Stagecoach Rd., N. of Main St., Trinidad",Yes,707-677-3570,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,No,Yes, , ,Yes,Yes,No, ,Yes,No,Yes, , ,Yes,Yes,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,No,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,51, ,41.061046,-124.146323, , , , , ,
403475.8917,4546965.9845,79,79,1_North Coast,2,Humboldt,College Cove,"Stagecoach Rd., 1 mi. N. of Trinidad State Beach main entrance",Yes,707-677-3570,Physical Access,Beach Access,Yes,No,Yes, , ,No,Yes,No, , ,No,No, , ,No,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,No,No,No,No, , , , ,No,No, , , ,Yes, , ,No,Yes,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , , , ,41.06822,-124.148884, , , , , ,
403942.3277,4545976.9911,80,80,1_North Coast,2,Humboldt,Town of Trinidad,"Off Hwy. 101, 14 mi. N. of Arcata",No, ,GP - Town/City,CITY/TOWN,Yes,No,Yes, , ,Yes,Yes, , , , , ,Yes,Yes, , ,No, , , , , , , , , , , , , , , , , , ,Yes, ,Yes, ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,Yes, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , , ,Yes,41.059368,-124.143179, , , , , ,
403304.0458,4545418.2283,81,81,1_North Coast,2,Humboldt,Trinidad Head,S.W. of town of Trinidad,Yes, ,Land Feature,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,No,No,No, , , , , , , , , , , , ,Yes,1871, , , , ,Yes, ,Yes,No,No,No,No,No,Yes, , , , ,No,No, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,52, ,41.05426,-124.150686,https://www.coastal.ca.gov/access-photos/03_humboldt/04_patricks_point_trinidad/Trinidad_Head_trail_info_2013_06_30_4713.jpg, , , , ,
